state,name,lon,lat,region,ID,cluster
IN,Fowler Ridge I,-87.241493,40.600792,EM,18684,1
IN,Meadow Lake V,-87.034409,40.714382,EM,34047,1
IN,unknown Warren County,-87.390289,40.471714,EM,67259,1
IL,GSG Wind Farm,-89.111298,41.621891,EM,19288,1
IL,Radford's Run,-89.088791,39.956367,EM,45190,1
MO,Lost Creek Ridge Wind Farm,-94.519691,39.963493,EM,31926,0
MO,unknown DeKalb County,-94.483322,39.844395,EM,63237,0
MI,unknown Delta County,-86.633347,45.71616,EM,63251,5
IA,Endeavor,-95.433792,43.465393,EM,17071,0
MN,Fenton,-96.006088,43.888493,EM,17640,0
MI,Sigel Wind Park,-82.811897,43.855492,EM,51175,3
MN,Elm Creek II,-94.870491,43.672394,EM,16907,0
MO,unknown Nodaway County,-94.906395,40.23888,EM,65455,0
IA,Pocahontas Prairie,-94.674995,42.578892,EM,43607,0
IA,Lenox Municipal Utilities,-94.538094,40.896694,EM,30096,0
MN,Grand Meadow,-92.636192,43.685291,EM,20804,0
IA,Upland Prairie,-95.365326,43.202778,EM,58069,0
IN,Fowler Ridge I,-87.231094,40.59679000000001,EM,18669,1
IL,Big Sky Wind,-89.504196,41.581291,EM,3848,1
MO,Bluegrass Ridge,-94.509995,40.093193,EM,5970,0
IA,unknown Iowa County,-92.226456,41.721043,EM,63965,0
WI,Rosiere Wind Farm,-87.62769300000002,44.667393,EM,48011,0
IN,unknown Warren County,-87.402939,40.323032,EM,67276,1
MN,Bent Tree,-93.468491,43.72599,EM,3463,0
IA,Endeavor II,-95.425491,43.416794,EM,17080,0
IA,Intrepid,-95.277573,42.48520300000001,EM,26200,0
MI,Pheasant Run I,-83.26859300000002,43.76749,EM,42618,3
IL,Rail Splitter,-89.48119399999999,40.373592,EM,45301,1
MN,Moraine II,-96.01519,44.057491,EM,36439,0
IA,Story II (aka Garden Wind),-93.360291,42.218094,EM,54821,0
MI,Minden Wind Park,-82.769897,43.64719,EM,35781,3
IA,Century,-93.639992,42.535892,EM,11523,0
IN,Fowler Ridge I,-87.231133,40.582314,EM,18804,1
MN,Minn-Dakota,-96.435791,44.318192,EM,35822,0
MI,Beebe Community Wind,-84.49650600000002,43.252514,EM,3196,3
IL,Bishop Hill I,-90.139397,41.229294,EM,4395,1
MN,Palmer's Creek,-95.537704,44.849525,EM,40424,0
IA,Lost Lakes Wind Farm,-95.267395,43.364594,EM,32009,0
IA,O'Brien,-95.581512,43.176071,EM,38827,0
MI,Cross Winds Energy Park,-83.516304,43.588802,EM,13789,3
IA,Flying Cloud,-95.258789,43.395191,EM,18267,0
IL,Grand Ridge II,-88.661392,41.187393,EM,20928,1
IA,Ida Grove II,-95.406982,42.471699,EM,25791,0
MN,Prairie Star,-92.634995,43.637291,EM,44560,0
IN,Headwaters,-84.99078399999998,40.072731,EM,23203,1
MN,Moraine II,-96.074692,44.12899,EM,36452,0
IA,Pocahontas Prairie,-94.603691,42.604492,EM,43613,0
IA,Storm Lake I,-95.299797,42.706696,EM,54405,0
MN,unknown Lincoln County,-96.447556,44.456226,EM,64442,0
IA,Ida Grove,-95.445877,42.263077,EM,25682,0
IA,Storm Lake II,-95.314491,42.840393,EM,54546,0
IA,O'Brien,-95.73053,43.194218,EM,38828,0
MI,unknown Hillsdale County,-84.489166,42.04866,EM,63792,1
IA,Cannon II,-92.368095,42.735493,EM,9602,0
MO,unknown Nodaway County,-94.975754,40.323463,EM,65475,0
MI,Sigel Wind Park,-82.819748,43.846516,EM,51194,3
IA,Adair,-94.63839,41.439693,EM,54,0
IA,Whispering Willow I,-93.238594,42.620693,EM,59735,0
IA,Highland I,-95.641594,43.050301,EM,24083,0
IL,EcoGrove,-89.873497,42.493893,EM,16050,0
IL,Pilot Hill,-88.106873,40.981323,EM,42685,1
WI,Glacier Hills,-89.175392,43.56179,EM,19392,0
IA,Beaver Creek II,-94.254906,42.13921,EM,3133,0
IN,unknown Warren County,-87.38601700000002,40.444901,EM,67201,1
MI,Gratiot,-84.439491,43.452793,EM,21601,3
MI,Deerfield,-82.938461,43.962708,EM,14525,3
IA,Rolling Hills,-94.768791,41.285892,EM,47545,0
IA,unknown Iowa County,-92.042641,41.735912,EM,63968,0
IL,Blackstone (Top Crop),-88.59429200000002,41.164494,EM,4885,1
IL,Cayuga Ridge,-88.428497,40.956593,EM,10520,1
IA,Highland I,-95.587349,43.037544,EM,24263,0
MN,Woodstock Hills Repower,-96.075165,43.982895,EM,61365,0
IA,Turtle Creek,-92.816193,43.389469,EM,57448,0
MI,Gratiot County,-84.49389599999998,43.455292,EM,21712,3
MN,Odell,-94.944847,43.86961,EM,39422,0
IL,unknown McLean County,-88.7883,40.705612,EM,64667,1
IN,Bluff Point,-84.970985,40.300476,EM,6099,1
IA,Arbor Hill,-94.385559,41.48275,EM,1612,0
MI,Sigel Wind Park,-82.809692,43.868393,EM,51171,3
IA,English Farms,-92.308464,41.55653,EM,17099,0
IL,Hoopeston Wind,-87.791504,40.385361,EM,24702,1
IL,Radford's Run,-89.07034300000002,40.011257,EM,45181,1
MI,Harvest Wind Farm,-83.233498,43.834293,EM,22966,3
MN,Moraine II,-96.096893,44.135292,EM,36448,0
IL,Twin Groves II,-88.634697,40.432293,EM,57870,1
MN,Bent Tree,-93.434494,43.742691,EM,3433,0
IA,Orient 2019,-94.286911,41.219643,EM,39875,0
IN,unknown Benton County,-87.44133000000002,40.500069,EM,62163,1
IA,Century,-93.662994,42.543591,EM,11548,0
IL,Hoopeston Wind,-87.824287,40.403084,EM,24711,1
IL,Cayuga Ridge,-88.477791,40.956791,EM,10519,1
IN,unknown White County,-86.970551,40.804268,EM,67388,1
IA,Storm Lake I,-95.29908,42.745552,EM,54493,0
IA,Beaver Creek II,-94.214424,42.067638,EM,3140,0
IA,Crystal Lake I,-93.863091,43.207092,EM,14249,0
MN,Lake Benton II,-96.11779,44.116791,EM,28991,0
IA,Rolling Hills,-94.775093,41.222794,EM,47504,0
IA,Richland,-95.219208,42.278355,EM,46326,0
MI,unknown Isabella County,-84.736336,43.677788,EM,63993,3
MO,Rock Creek,-95.23053,40.400036,EM,46961,0
IA,Palo Alto,-94.636787,43.210697,EM,40434,0
MN,Trimont Wind,-94.85939,43.76519,EM,56987,0
IA,North English,-92.601524,41.663006,EM,38333,0
IA,unknown Union County,-94.460152,41.124126,EM,67142,0
IL,Blackstone (Top Crop) II,-88.50269300000002,41.157692,EM,5045,1
MN,Odell,-94.96373,43.825413,EM,39409,0
IA,Charles City,-92.690697,43.029591,EM,11884,0
IN,unknown Warren County,-87.431015,40.401051,EM,67262,1
MO,unknown Nodaway County,-95.021187,40.275833,EM,65461,0
IA,Pomeroy III,-94.750191,42.620792,EM,43868,0
IL,Crescent Ridge I,-89.580292,41.261692,EM,13620,1
MI,Minden Wind Park,-82.783295,43.640293,EM,35782,3
IA,Palo Alto,-94.59182,43.217327,EM,40492,0
MI,Beebe 1B,-84.523163,43.331573,EM,3173,3
MI,unknown Isabella County,-84.93888100000002,43.677132,EM,64030,3
IA,English Farms,-92.422668,41.563091,EM,17156,0
IL,Pilot Hill,-88.048714,41.004532,EM,42742,1
MO,unknown Nodaway County,-94.880051,40.195511,EM,65478,0
IA,Pomeroy I,-94.773689,42.581791,EM,43746,0
IN,Wildcat I,-85.92319499999998,40.380291,EM,60491,1
IA,Story II (aka Garden Wind),-93.360794,42.18679,EM,54768,0
OH,Timber Road II,-84.717621,40.991077,EM,56389,1
IA,Eclipse,-94.703094,41.526592,EM,16033,0
IA,Arbor Hill,-94.302521,41.434074,EM,1644,0
MN,Red Pine,-96.122704,44.50649600000001,EM,46225,0
IL,unknown McLean County,-88.576683,40.575512,EM,64680,1
IL,Bishop Hill III,-90.30407,41.153267,EM,4586,1
MO,unknown Schuyler County,-92.528275,40.383995,EM,66068,0
IA,Carroll,-94.938393,42.147491,EM,10313,0
MI,Big Turtle II,-82.79441800000002,43.919552,EM,4058,3
MO,Tenaska Clear Creek Energy Center,-94.90065,40.405407,EM,56079,0
OH,Northwest Ohio,-84.556099,41.051327,EM,38705,1
MN,Corn Plus,-94.143753,43.762001,EM,13215,0
IN,Headwaters,-85.017876,40.064583,EM,23179,1
MO,unknown DeKalb County,-94.521431,39.912766,EM,63236,0
IA,Highland I,-95.63205,43.10928300000001,EM,24215,0
MN,Fenton,-96.034195,43.874493,EM,17552,0
IA,Franklin County,-93.332794,42.572792,EM,19155,0
MN,Lakefield,-95.127396,43.648792,EM,29107,0
IN,Fowler Ridge II,-87.487595,40.540691,EM,18906,1
MI,unknown Hillsdale County,-84.543396,42.027851,EM,63796,1
IA,Storm Lake I,-95.312523,42.724731,EM,54392,0
IA,Prairie,-92.582001,41.410946,EM,44116,0
IL,Bishop Hill I,-90.169792,41.24839,EM,4486,1
IL,Pilot Hill,-88.129875,40.989113,EM,42697,1
IL,Minonk,-88.924492,40.880493,EM,35957,1
IA,Ivester,-92.941544,42.326878,EM,26374,0
IN,Headwaters,-85.06495699999998,40.148064,EM,23184,1
IL,White Oak,-89.077698,40.553093,EM,60030,1
MN,unknown Nobles County,-95.884872,43.782925,EM,65380,0
IN,Fowler Ridge I,-87.279495,40.589691,EM,18732,1
IA,Orient 2019,-94.290794,41.21890300000001,EM,39735,0
IN,Meadow Lake,-86.934395,40.689091,EM,33766,1
IA,Endeavor,-95.444489,43.469692,EM,17044,0
IA,Rolling Hills,-94.743393,41.218994,EM,47461,0
IA,Story County,-93.257393,42.135693,EM,54663,0
MO,Rock Creek,-95.265541,40.457661,EM,47032,0
IL,California Ridge,-87.889893,40.213993,EM,8677,1
IL,Bishop Hill I,-90.120491,41.171291,EM,4371,1
MN,Minn-Dakota,-96.401192,44.30619,EM,35856,0
IL,Shady Oaks,-89.068085,41.664787,EM,50340,1
MN,Elm Creek,-94.892693,43.757492,EM,16823,0
IL,Green River,-89.539192,41.652214,EM,22179,1
MN,Rock County Wind Fuel Project,-96.277794,43.630451,EM,46895,0
MO,Osborn,-94.424889,39.779697,EM,40149,0
MI,Lake Winds,-86.344193,43.866894,EM,29068,6
IA,Crane Creek,-92.498489,43.406193,EM,13456,0
MN,Lakefield,-95.152794,43.62989,EM,29153,0
IL,Big Sky Wind,-89.48439,41.575592,EM,3890,1
IA,Crystal Lake II,-93.725891,43.337494,EM,14357,0
IA,Pocahontas Prairie,-94.615295,42.601292,EM,43632,0
IA,Heartland Divide,-94.812553,41.723305,EM,23311,0
MN,Lake Benton II,-96.156662,44.148048,EM,28953,0
MI,Beebe Community Wind,-84.511894,43.269691,EM,3207,3
WI,Quilt Block,-90.272255,42.651802,EM,45057,0
IN,Headwaters,-84.961067,40.098652,EM,23231,1
MI,Polaris,-84.45719100000002,43.26931,EM,43680,3
IA,Crystal Lake II,-93.894196,43.30389,EM,14330,0
MO,unknown Barton County,-94.49408,37.445816,EM,61998,8
IL,Minonk,-88.978996,40.915592,EM,35943,1
MN,Nobles,-95.765388,43.706593,EM,38081,0
IN,Meadow Lake II,-87.087097,40.630093,EM,33884,1
OH,Blue Creek,-84.526596,40.986691,EM,5553,1
IN,Wildcat I,-85.789795,40.316792,EM,60398,1
MN,Prairie Star,-92.637596,43.679893,EM,44569,0
MO,Lost Creek Ridge Wind Farm,-94.530792,39.986393,EM,31956,0
IL,Pioneer Trail,-87.94099399999998,40.447193,EM,43299,1
IA,Pioneer Prairie I,-92.579094,43.471992,EM,43175,0
MN,Prairie Rose,-96.265694,43.817993,EM,44438,0
IL,EcoGrove,-89.913895,42.472591,EM,16069,0
MI,Cross Winds Energy Park,-83.475662,43.620651,EM,13843,3
IN,Goodland I,-87.446991,40.700691,EM,20351,1
IA,unknown Kossuth County,-94.116592,42.98343300000001,EM,64253,0
MN,Bent Tree,-93.451294,43.750492,EM,3451,0
MN,Prairie Star,-92.615494,43.685493,EM,44561,0
IA,Arbor Hill 2019,-94.441376,41.498638,EM,1663,0
IA,North English,-92.607498,41.70798900000001,EM,38323,0
IN,Bluff Point,-84.88799300000002,40.33276,EM,6066,1
MN,Bent Tree,-93.503693,43.786694,EM,3450,0
IA,Flying Cloud,-95.266594,43.390793,EM,18252,0
IA,Turtle Creek,-92.812553,43.494747,EM,57438,0
MO,unknown Adair County,-92.500191,40.3433,EM,61677,0
IL,Bishop Hill I,-90.156296,41.241493,EM,4399,1
MN,Shaokatan Hills,-96.44059,44.402493,EM,50515,0
MI,unknown Gratiot County,-84.811104,43.151085,EM,63699,3
MN,Prairie Rose,-96.288391,43.830692,EM,44421,0
IN,Headwaters,-85.050392,40.132683,EM,23193,1
IN,Bitter Ridge,-85.088409,40.339859,EM,4786,1
MN,Prairie Star,-92.606293,43.685493,EM,44582,0
IN,Meadow Lake,-86.897194,40.655392,EM,33740,1
IA,Crystal Lake III,-93.919189,43.369892,EM,14368,0
MI,Harvest II,-83.186295,43.780891,EM,22919,3
IA,Crane Creek,-92.511795,43.378094,EM,13500,0
MN,Oak Glen Wind Project,-93.130493,43.915394,EM,39086,0
MN,Lakefield,-95.185188,43.707092,EM,29163,0
IA,Whispering Willow North,-93.488815,42.765312,EM,59869,0
IL,Hoopeston Wind,-87.752922,40.366692,EM,24681,1
MO,Tenaska Clear Creek Energy Center,-94.940681,40.496384,EM,56117,0
MN,Lake Benton I,-96.374054,44.336506,EM,28820,0
IL,Kelly Creek,-88.220421,41.000427,EM,27724,1
IL,unknown Logan County,-89.583412,40.14777,EM,64511,1
MN,Fenton,-95.918892,43.821194,EM,17636,0
MO,unknown Barton County,-94.459442,37.374424,EM,62023,8
IA,Adair,-94.715591,41.441792,EM,40,0
MN,Lake Benton II,-96.088051,44.069435,EM,28972,0
MN,Lakefield,-95.169189,43.661293,EM,29213,0
IL,Twin Groves I,-88.68029,40.462292,EM,57690,1
MI,Minden Wind Park,-82.772995,43.632793,EM,35785,3
MN,Prairie Star,-92.615089,43.65089,EM,44548,0
IL,Cardinal Point,-90.801407,40.607243,EM,10122,4
IA,North English,-92.485374,41.572632,EM,38311,0
MN,Fenton,-95.974091,43.901093,EM,17674,0
IA,Barton,-93.109093,43.393791,EM,2734,0
IA,English Farms,-92.404472,41.574184,EM,17153,0
IL,Lee/DeKalb,-88.904198,41.768093,EM,30061,1
IA,unknown Palo Alto County,-94.553436,43.175823,EM,65571,0
MI,Echo,-83.168396,43.912193,EM,15858,3
IA,Crystal Lake III,-93.866692,43.336094,EM,14393,0
IL,Grand Ridge,-88.699493,41.227692,EM,20894,1
WI,Butler Ridge,-88.47189300000002,43.405491,EM,8414,0
IA,Vienna,-92.720695,42.163792,EM,58547,0
IA,Barton,-93.133995,43.408291,EM,2803,0
IA,Pomeroy I,-94.715195,42.573692,EM,43772,0
IL,Whitney Hill,-89.349457,39.949722,EM,60217,1
IA,O'Brien,-95.630615,43.238819,EM,38845,0
IA,Upland Prairie,-95.370529,43.236488,EM,58098,0
IN,Fowler Ridge I,-87.28009,40.566391,EM,18749,1
IA,Barton,-93.071991,43.393192,EM,2752,0
IL,Green River,-89.562843,41.629303,EM,22169,1
IL,California Ridge,-87.80699200000002,40.188492,EM,8642,1
IN,Headwaters,-85.021927,40.090363,EM,23194,1
IL,Camp Grove,-89.609291,41.082092,EM,8949,1
IL,Bright Stalk,-88.638847,40.643322,EM,6704,1
IA,unknown Cerro Gordo County,-93.460258,43.062435,EM,62685,0
IL,Crescent Ridge I,-89.570992,41.259792,EM,13618,1
IL,Pilot Hill,-88.07358599999998,41.021282,EM,42686,1
IA,Ida Grove,-95.408272,42.278996,EM,25720,0
OH,Timber Road II,-84.754997,41.064991,EM,56354,1
IL,Big Sky Wind,-89.418091,41.602692,EM,3893,1
IA,Story County,-93.348793,42.145893,EM,54668,0
IL,Cayuga Ridge,-88.494293,40.958992,EM,10454,1
IA,Hancock County Wind Farm,-93.69989,43.093193,EM,22707,0
IA,Richland,-95.254074,42.285183,EM,46322,0
MN,Pleasant Valley,-92.796623,43.768063,EM,43438,0
IN,Bitter Ridge,-85.089104,40.331493,EM,4760,1
IA,Ida Grove II,-95.465225,42.442451,EM,25789,0
MN,Stoneray II,-96.135658,44.090366,EM,54300,0
IL,unknown McLean County,-88.596199,40.591354,EM,64655,1
IA,Top of Iowa II,-93.339371,43.366184,EM,56544,0
IA,Rippey,-94.18969,41.997395,EM,46822,0
MN,Lakeswind,-96.276894,46.668892,EM,29266,2
MO,Tenaska Clear Creek Energy Center,-94.890358,40.558544,EM,56143,0
MI,unknown Gratiot County,-84.801682,43.223793,EM,63682,3
IL,Providence Heights,-89.598412,41.257492,EM,44851,1
IA,Orient I,-94.510185,41.182884,EM,39937,0
IA,Intrepid,-95.296921,42.552128,EM,26194,0
IL,Lee/DeKalb,-88.767593,41.824291,EM,30010,1
IA,Story County,-93.239693,42.053391,EM,54705,0
IL,Blackstone (Top Crop) II,-88.55049100000002,41.110191,EM,4922,1
IL,Camp Grove,-89.558594,41.050392,EM,8866,1
IL,Twin Groves II,-88.607849,40.473885,EM,57878,1
IA,Barton,-93.108688,43.422894,EM,2765,0
MI,Stoney Corners II,-85.315834,44.18111,EM,54331,3
IL,Twin Groves II,-88.614944,40.455074,EM,57845,1
WI,Butler Ridge,-88.488091,43.411694,EM,8395,0
