state,name,lon,lat,region,ID,cluster
KS,Reading Wind Facility,-95.972389,38.445503,MW,45785,1
KS,Meridian Way II,-97.770195,39.429691,MW,34297,1
KS,Prairie Queen,-95.314842,37.971825,MW,44368,1
OK,Wildhorse Mountain Wind Facility,-95.255783,34.589451000000004,MW,60586,10
KS,Shooting Star,-99.441193,37.535694,MW,51157,1
NE,Prairie Breeze,-98.198494,41.912594,MW,44185,1
OK,Osage Wind,-96.639702,36.722202,MW,40069,1
OK,Blackwell,-97.417595,36.826893,MW,5066,1
ND,Foxtail Wind,-98.930138,46.132233,MW,19093,2
KS,Cimarron II,-100.422493,37.867294,MW,12653,1
KS,Western Plains,-99.69191,37.858234,MW,59541,1
OK,Diamond Spring,-96.767998,34.518742,MW,14781,1
KS,Cimarron Bend II,-99.993591,37.346539,MW,12520,1
ND,unknown Emmons County,-100.159889,46.387482,MW,63451,3
KS,Cimarron Bend II,-100.004517,37.378731,MW,12451,1
KS,Waverly,-95.616371,38.353191,MW,59176,1
OK,Seiling,-99.054382,36.076374,MW,49897,1
OK,Frontier I,-97.135811,36.844688,MW,19225,1
KS,Elk River,-96.553093,37.601994,MW,16667,1
KS,Flat Ridge Wind Farm,-98.526794,37.373695,MW,18034,1
OK,Osage Wind,-96.713875,36.706104,MW,40060,1
KS,Slate Creek,-97.362061,37.134796,MW,51687,1
KS,unknown Nemaha County,-96.110069,39.628723,MW,65008,1
NE,Grande Prairie,-98.507622,42.65707,MW,21125,1
NE,Rattlesnake Creek,-96.854744,42.356796,MW,45631,1
OK,Red Dirt,-97.826096,36.034702,MW,45924,1
SD,Crocker,-97.879578,45.071762,MW,13704,1
OK,Mammoth Plains,-98.663979,36.011963,MW,32706,1
KS,Cimarron Bend II,-100.008644,37.37598,MW,12525,1
KS,Slate Creek,-97.24472,37.087509,MW,51695,1
OK,Mammoth Plains,-98.73127,36.012325,MW,32730,1
OK,Weatherford Wind Energy Center,-98.786194,35.54949600000001,MW,59351,1
KS,Shooting Star,-99.424393,37.537895,MW,51164,1
KS,Shooting Star,-99.470688,37.510693,MW,51122,1
KS,Waverly,-95.667007,38.364006,MW,59233,1
KS,unknown Nemaha County,-95.928955,39.691368,MW,64978,1
OK,Balko Wind,-100.786652,36.517242,MW,2681,1
OK,unknown Beaver County,-100.710617,36.647911,MW,62068,1
KS,Western Plains,-99.604553,37.856285,MW,59507,1
ND,Glen Ullin Energy Center (Clean Energy 1),-101.801483,46.974678,MW,19642,3
NE,unknown Wheeler County,-98.363075,42.08218,MW,67358,1
NE,Ainsworth Wind Project (NPPD),-99.900894,42.453094,MW,216,0
NE,unknown Antelope County,-98.229912,42.059277,MW,61892,1
SD,Crow Lake,-98.810287,43.866295,MW,14085,1
NE,Grande Prairie,-98.498009,42.554512,MW,21147,1
NE,Flat Water,-95.889389,40.001194,MW,18140,1
OK,Persimmon Creek I,-99.392815,36.150822,MW,42498,1
NE,Rattlesnake Creek,-96.753601,42.36969000000001,MW,45577,1
KS,Ensign,-100.327988,37.619495,MW,17202,1
KS,Solomon Forks,-101.136398,39.324997,MW,52036,1
SD,Day County Wind Project,-97.88549,45.24509000000001,MW,14473,1
OK,Rush Springs Wind Energy Center,-97.672432,34.662083,MW,48576,1
KS,Cimarron I,-100.26609,37.893295,MW,12571,1
OK,Minco II,-98.021996,35.329494,MW,35588,1
NE,Prairie Breeze,-98.233994,41.915993,MW,44270,1
SD,unknown Hyde County,-99.537415,44.434383,MW,63826,1
KS,unknown Neosho County,-95.385429,37.516693,MW,65236,1
KS,Slate Creek,-97.254517,37.124966,MW,51622,1
NE,Rattlesnake Creek,-96.844627,42.370766,MW,45564,1
KS,Smoky Hills II,-98.196388,38.901794,MW,51804,1
ND,Oliver County Wind Energy Center,-101.215988,47.18399,MW,39547,3
KS,Ninnescah,-98.622856,37.590542,MW,37467,1
OK,Elk City II,-99.688591,35.513393,MW,16556,1
KS,Gray County Wind Farm Montezuma),-100.405792,37.586494,MW,21853,1
KS,Pratt Wind Energy Center,-98.801529,37.531078,MW,44774,1
ND,Oliver III,-101.148384,46.974461,MW,39630,3
OK,Taloga,-98.961693,35.878593,MW,55500,1
SD,Crowned Ridge I,-96.919609,45.060543,MW,14120,5
ND,unknown Williams County,-103.185387,48.521084,MW,67634,9
NE,Upstream,-97.997879,42.150257,MW,58208,1
KS,Ironwood I,-99.756187,37.827694,MW,26275,1
KS,Smoky Hills II,-98.271294,38.914192,MW,51867,1
OK,Elk City,-99.905792,35.47159600000001,MW,16526,1
OK,Minco Wind,-98.001495,35.297195,MW,35753,1
OK,Armadillo Flats,-97.544434,36.257854,MW,1833,1
ND,Brady Wind II,-102.796486,46.582485,MW,6406,3
OK,unknown Garfield County,-97.547585,36.414047,MW,63580,1
KS,Waverly,-95.550369,38.335064,MW,59182,1
NE,Grande Prairie,-98.495987,42.655872,MW,21048,1
KS,Post Rock,-98.307289,38.898495,MW,44008,1
ND,unknown Williams County,-103.251892,48.580753,MW,67697,9
KS,Bloom,-99.954124,37.494495,MW,5190,1
OK,Seiling 2,-99.055382,36.164673,MW,49990,1
KS,Cimarron Bend I,-99.938606,37.391716,MW,12407,1
ND,Emmons-Logan,-99.993149,46.343151,MW,16975,3
NE,unknown Antelope County,-98.249466,42.030132,MW,61885,1
OK,Centennial Wind Farm,-99.659988,36.645992,MW,11461,1
NE,Prairie Breeze,-98.099388,41.932693,MW,44206,1
OK,Balko Wind,-100.800743,36.541363,MW,2572,1
OK,Seiling 2,-99.041412,36.152885,MW,49960,1
NE,Steele Flats,-96.941391,40.025494,MW,53889,1
SD,Tatanka,-99.014191,45.923691,MW,55620,2
SD,Tatanka,-98.986893,45.938892,MW,55622,2
KS,Cedar Bluff,-99.726891,38.685539,MW,10662,1
KS,unknown Neosho County,-95.463745,37.475292,MW,65186,1
ND,Ashtabula Wind Center,-97.906494,47.049591,MW,2084,2
SD,unknown Grant County,-96.826607,45.124107,MW,63627,5
OK,Origin,-97.224129,34.438755,MW,39976,1
ND,Baldwin,-100.70919,47.163792,MW,2550,3
ND,Ashtabula III,-97.991692,47.09259,MW,2040,2
NE,Elkhorn Ridge,-97.664589,42.660393,MW,16736,1
NE,unknown Antelope County,-98.182304,42.02425,MW,61891,1
SD,unknown Codington County,-96.884918,44.902836,MW,62814,5
OK,Chisholm View,-97.727196,36.554195,MW,12220,1
SD,Buffalo Ridge,-96.476692,44.412891,MW,8020,5
OK,Big Smile Wind Farm at Dempsey Ridge,-99.875595,35.546192,MW,3962,1
NE,Grande Prairie,-98.524574,42.587769,MW,21163,1
ND,Border Winds Project,-99.550758,48.98285300000001,MW,6246,4
OK,Osage Wind,-96.66449,36.702652,MW,40093,1
ND,Tatanka,-98.940964,45.942604,MW,55629,2
ND,Bison Wind 1A,-101.539787,46.974792,MW,4602,3
OK,Sleeping Bear,-99.480293,36.635593,MW,51731,1
ND,Ashtabula Wind Center,-97.909393,47.069393,MW,2083,2
ND,unknown Williams County,-103.07769,48.456093,MW,67687,9
OK,Thunder Ranch,-97.213509,36.570427,MW,56206,1
SD,Tatanka,-98.994072,45.899895,MW,55555,2
SD,unknown Hyde County,-99.629509,44.408318,MW,63889,1
OK,Breckinridge,-97.713654,36.452763,MW,6668,1
OK,Osage Wind,-96.647499,36.709274,MW,40058,1
OK,unknown Alfalfa County,-98.254654,36.481518,MW,61842,1
ND,unknown Emmons County,-100.09864,46.376923,MW,63428,3
OK,Chisholm View II,-97.72319,36.511112,MW,12314,1
SD,unknown Codington County,-97.001358,45.116684,MW,62812,5
KS,Cimarron I,-100.280388,37.879593,MW,12555,1
ND,Ashtabula Wind Center,-97.905289,47.057793,MW,2063,2
OK,Mammoth Plains,-98.658051,35.936405,MW,32657,1
